회사명,거래소코드,회계년도,[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01B200000000]매출원가(*)(IFRS연결)(천원),[U01B201014400]매출총이익(손실)(IFRS연결)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS연결)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS연결)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS연결)(천원),[U01B750000000]법인세비용(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01B200000000]매출원가(*)(IFRS)(천원),[U01B201014400]매출총이익(손실)(IFRS)(천원),[U01B420000000]* (정상)영업손익(보고서기재)(IFRS)(천원),[U01B430000000]* (정상)영업손익(계산수치)(IFRS)(천원),[U01B700000000]법인세비용차감전순이익(손실)(IFRS)(천원),[U01B750000000]법인세비용(IFRS)(천원),[U01210000]매출액(영업수익)(*)(연결)(천원),[U01220010]매출원가(*)(연결)(천원),[U01221340]매출총이익(손실)(연결)(천원),[U01222170]판매비와관리비(영업비용)(*)(연결)(천원),[U01230000]영업이익(손실)(연결)(천원),[U01290000]법인세비용차감전(계속사업)손익(연결)(천원),[U01290100](계속사업손익)법인세비용(연결)(천원),[U01210000]매출액(영업수익)(*)(천원),[U01220010]매출원가(*)(천원),[U01221340]매출총이익(손실)(천원),[U01222170]판매비와관리비(영업비용)(*)(천원),[U01230000]영업이익(손실)(천원),[U01290000]법인세비용차감전(계속사업)손익(천원),[U01290100](계속사업손익)법인세비용(천원)
베뉴지(주),019010,2014/12,67101046,31675674,35425373,2419619,2419619,-12911179,798680,68869863,33723004,35146858,2546084,2546084,-2137629,499315,67101046,31675674,35425373,33005754,2419619,-12911179,798680,68869863,33723004,35146858,32600774,2546084,-2137629,499315
베뉴지(주),019010,2015/12,68375490,31893099,36482390,560445,560445,51047764,10108499,68196831,32073099,36123732,1610803,1610803,41155125,10077449,68375490,31893099,36482390,35921945,560445,51047764,10108499,68196831,32073099,36123732,34512929,1610803,41155125,10077449
베뉴지(주),019010,2016/12,69749225,30893388,38855836,3714745,3714745,13440103,656794,67043799,30852698,36191102,4591513,4591513,1117465,656794,69749225,30893388,38855836,35141091,3714745,13440103,656794,67043799,30852698,36191102,31599588,4591513,1117465,656794
베뉴지(주),019010,2017/12,67532565,30753591,36778974,1195421,1195421,6368974,10165747,64328989,30704579,33624410,3739360,3739360,9749982,10165747,67532565,30753591,36778974,35583554,1195421,6368974,10165747,64328989,30704579,33624410,29885050,3739360,9749982,10165747
베뉴지(주),019010,2018/12,52390338,19223924,33166414,2050313,2050313,2938592,22068,46502971,17819995,28682976,3788462,3788462,1608245,175901,52390338,19223924,33166414,31116102,2050313,2938592,22068,46502971,17819995,28682976,24894514,3788462,1608245,175901
베뉴지(주),019010,2019/12,58970705,22902842,36067864,6047213,6047213,4738549,2390763,44370185,16329828,28040357,4282579,4282579,6650116,2193670,58970705,22902842,36067864,30020650,6047213,4738549,2390763,44370185,16329828,28040357,23757778,4282579,6650116,2193670
베뉴지(주),019010,2020/12,49083339,19376807,29706532,3755821,3755821,6967570,-3226257,33904454,14158947,19745507,-746495,-746495,3851976,-3193477,49083339,19376807,29706532,25950711,3755821,6967570,-3226257,33904454,14158947,19745507,20492002,-746495,3851976,-3193477
베뉴지(주),019010,2021/12,50929155,21543958,29385197,2868272,2868272,59150580,15015189,32641006,13340443,19300562,-1607375,-1607375,46038721,16555025,50929155,21543958,29385197,26516925,2868272,59150580,15015189,32641006,13340443,19300562,20907938,-1607375,46038721,16555025
베뉴지(주),019010,2022/12,58927665,19945978,38981687,11290660,11290660,-24164197,-6632920,36567431,13613376,22954055,1733871,1733871,-25940771,-6680734,58927665,19945978,38981687,27691027,11290660,-24164197,-6632920,36567431,13613376,22954055,21220184,1733871,-25940771,-6680734
보로노이(주),310210,2022/12,9767827,0,9767827,-17863481,-17863481,-19434747,464916,9747827,0,9747827,-14320987,-14320987,-15921536,464916,9767827,0,9767827,27631308,-17863481,-19434747,464916,9747827,0,9747827,24068814,-14320987,-15921536,464916
보성파워텍(주),006910,2012/12,105001358,94862686,10138673,3074286,3074286,1145368,201402,104828722,94749334,10079388,3194343,3194343,1265426,201402,105001358,94862686,10138673,7064387,3074286,1145368,201402,104828722,94749334,10079388,6885044,3194343,1265426,201402
보성파워텍(주),006910,2013/12,103215659,95452264,7763395,1125268,1125268,-1127263,749626,101569159,94185257,7383903,961028,961028,-1319288,749626,103215659,95452264,7763395,6638127,1125268,-1127263,749626,101569159,94185257,7383903,6422875,961028,-1319288,749626
보성파워텍(주),006910,2014/12,89570792,87316852,2253940,-4275089,-4275089,-6336322,-1543353,88346084,86346753,1999331,-4324209,-4324209,-6348471,-1543353,89570792,87316852,2253940,6529029,-4275089,-6336322,-1543353,88346084,86346753,1999331,6323540,-4324209,-6348471,-1543353
보성파워텍(주),006910,2015/12,76540735,69319886,7220849,1778709,1778709,770159,98456,76398955,69524357,6874598,1710067,1710067,715858,98456,76540735,69319886,7220849,5442140,1778709,770159,98456,76398955,69524357,6874598,5164531,1710067,715858,98456
보성파워텍(주),006910,2016/12,72009826,69478696,2531130,-3789493,-3789493,591570,122318,69569604,67648164,1921440,-4155640,-4155640,130570,122318,72009826,69478696,2531130,6320623,-3789493,591570,122318,69569604,67648164,1921440,6077080,-4155640,130570,122318
보성파워텍(주),006910,2017/12,75923274,75967572,-44298,-6380835,-6380835,-7995984,1409303,75383741,75752490,-368750,-6527048,-6527048,-8116931,1409303,75923274,75967572,-44298,6336537,-6380835,-7995984,1409303,75383741,75752490,-368750,6158299,-6527048,-8116931,1409303
보성파워텍(주),006910,2018/12,105740259,98777529,6962730,-1316377,-1316377,-5260924,857851,105639646,98765369,6874277,315942,315942,-4369826,857851,105740259,98777529,6962730,8279106,-1316377,-5260924,857851,105639646,98765369,6874277,6558335,315942,-4369826,857851
보성파워텍(주),006910,2019/12,111682204,103935357,7746847,-1055101,-1055101,1401301,559600,111651303,103910806,7740497,-1055177,-1055177,1148653,556774,111682204,103935357,7746847,8801948,-1055101,1401301,559600,111651303,103910806,7740497,8795674,-1055177,1148653,556774
보성파워텍(주),006910,2020/12,,,,,,,,82079529,74561559,7517970,2292499,2292499,1635299,0,,,,,,,,82079529,74561559,7517970,5225470,2292499,1635299,0
보성파워텍(주),006910,2021/12,,,,,,,,68539018,64051103,4487915,-1489332,-1489332,-2192393,-1265989,,,,,,,,68539018,64051103,4487915,5977247,-1489332,-2192393,-1265989
보성파워텍(주),006910,2022/12,,,,,,,,54198728,52087622,2111106,-4492912,-4492912,-11152542,-38183,,,,,,,,54198728,52087622,2111106,6604017,-4492912,-11152542,-38183
부국철강(주),026940,2012/12,,,,,,,,298697101,286120690,12576411,6081106,6081106,7904442,1798331,,,,,,,,298697101,286120690,12576411,6495305,6081106,7904442,1798331
부국철강(주),026940,2013/12,,,,,,,,244875798,236166098,8709700,2489441,2489441,4438436,971566,,,,,,,,244875798,236166098,8709700,6220258,2489441,4438436,971566
부국철강(주),026940,2014/12,,,,,,,,184214463,176007953,8206510,2115078,2115078,3998856,909868,,,,,,,,184214463,176007953,8206510,6091432,2115078,3998856,909868
부국철강(주),026940,2015/12,,,,,,,,165617436,157169388,8448048,3032458,3032458,116187,11031,,,,,,,,165617436,157169388,8448048,5415590,3032458,116187,11031
부국철강(주),026940,2016/12,,,,,,,,140175192,132350107,7825086,2583306,2583306,3955690,789311,,,,,,,,140175192,132350107,7825086,5241780,2583306,3955690,789311
부국철강(주),026940,2017/12,,,,,,,,146118525,139855006,6263518,1302428,1302428,2870805,552510,,,,,,,,146118525,139855006,6263518,4961090,1302428,2870805,552510
부국철강(주),026940,2018/12,,,,,,,,142352894,136935882,5417012,923264,923264,2609734,531131,,,,,,,,142352894,136935882,5417012,4493748,923264,2609734,531131
부국철강(주),026940,2019/12,,,,,,,,132264146,127571053,4693094,315595,315595,2304635,466070,,,,,,,,132264146,127571053,4693094,4377498,315595,2304635,466070
부국철강(주),026940,2020/12,,,,,,,,138929983,132575021,6354962,1788701,1788701,1026374,218757,,,,,,,,138929983,132575021,6354962,4566262,1788701,1026374,218757
부국철강(주),026940,2021/12,,,,,,,,195734223,182531366,13202857,8055575,8055575,11005168,2211359,,,,,,,,195734223,182531366,13202857,5147282,8055575,11005168,2211359
부국철강(주),026940,2022/12,,,,,,,,209727336,199068561,10658775,5922306,5922306,9227725,2125069,,,,,,,,209727336,199068561,10658775,4736469,5922306,9227725,2125069
브레인즈컴퍼니(주),099390,2021/12,,,,,,,,17691442,5499854,12191588,5308436,5308436,5679329,739788,,,,,,,,17691442,5499854,12191588,6883153,5308436,5679329,739788
브레인즈컴퍼니(주),099390,2022/12,,,,,,,,18252938,5822555,12430383,4782130,4782130,5286778,247577,,,,,,,,18252938,5822555,12430383,7648253,4782130,5286778,247577
브릿지바이오테라퓨틱스(주),288330,2019/12,58283297,35994542,22288756,617193,617193,7226137,5901600,58283297,35994542,22288756,718911,718911,7327855,5901600,58283297,35994542,22288756,21671563,617193,7226137,5901600,58283297,35994542,22288756,21569845,718911,7327855,5901600
브릿지바이오테라퓨틱스(주),288330,2020/12,6339946,7453033,-1113087,-19578220,-19578220,-19232492,0,6339946,7453033,-1113087,-18757860,-18757860,-19452688,0,6339946,7453033,-1113087,18465133,-19578220,-19232492,0,6339946,7453033,-1113087,17644773,-18757860,-19452688,0
브릿지바이오테라퓨틱스(주),288330,2021/12,1924158,1166639,757519,-26391768,-26391768,-26278291,0,1924158,1166639,757519,-22762959,-22762959,-25667233,0,1924158,1166639,757519,27149287,-26391768,-26278291,0,1924158,1166639,757519,23520478,-22762959,-25667233,0
브릿지바이오테라퓨틱스(주),288330,2022/12,3023742,0,3023742,-43501317,-43501317,-41699706,0,3023742,0,3023742,-35991016,-35991016,-41098094,0,3023742,0,3023742,46525059,-43501317,-41699706,0,3023742,0,3023742,39014758,-35991016,-41098094,0
비나텍(주),126340,2020/12,46690215,32288802,14401413,6362033,6362033,4736530,121341,46690215,33461051,13229164,6435755,6435755,2964180,-210295,46690215,32288802,14401413,8039381,6362033,4736530,121341,46690215,33461051,13229164,6793409,6435755,2964180,-210295
비나텍(주),126340,2021/12,48958076,33830153,15127924,5625406,5625406,7868418,373087,48923179,36541930,12381249,4780377,4780377,6110753,264964,48958076,33830153,15127924,9502518,5625406,7868418,373087,48923179,36541930,12381249,7600872,4780377,6110753,264964
비나텍(주),126340,2022/12,70656754,48365150,22291604,9351006,9351006,8605964,-3064325,70608754,56379866,14228888,2972663,2972663,2528042,-3371567,70656754,48365150,22291604,12940598,9351006,8605964,-3064325,70608754,56379866,14228888,11256225,2972663,2528042,-3371567
비디아이(주),148140,2017/12,94899277,85015559,9883718,5623699,5623699,4552087,954481,94899277,85015559,9883718,5651144,5651144,4579529,954481,94899277,85015559,9883718,4260018,5623699,4552087,954481,94899277,85015559,9883718,4232573,5651144,4579529,954481
비디아이(주),148140,2018/12,85738787,72091575,13647213,5728735,5728735,699048,332912,85647878,72091575,13556303,6277854,6277854,1477266,332912,85738787,72091575,13647213,7918477,5728735,699048,332912,85647878,72091575,13556303,7278450,6277854,1477266,332912
비디아이(주),148140,2019/12,128590481,116048758,12541723,2988446,2988446,-285356,-63459,128590481,116048758,12541723,3104886,3104886,83343,-63459,128590481,116048758,12541723,9553277,2988446,-285356,-63459,128590481,116048758,12541723,9436836,3104886,83343,-63459
비디아이(주),148140,2020/12,196498599,240959772,-44461173,-69270124,-69270124,-98198997,-5137399,196498599,240959772,-44461173,-68562956,-68562956,-98830461,-5837117,196498599,240959772,-44461173,24808951,-69270124,-98198997,-5137399,196498599,240959772,-44461173,24101783,-68562956,-98830461,-5837117
비디아이(주),148140,2021/12,77163577,79360290,-2196713,-24262173,-24262173,-42469185,1429000,77163577,79360290,-2196713,-24145668,-24145668,-38151278,1429000,77163577,79360290,-2196713,22065459,-24262173,-42469185,1429000,77163577,79360290,-2196713,21948955,-24145668,-38151278,1429000
비디아이(주),148140,2022/12,12948838,24432077,-11483239,-60559116,-60559116,-68904060,0,12948838,24432077,-11483239,-60530286,-60530286,-65890760,0,12948838,24432077,-11483239,49075878,-60559116,-68904060,0,12948838,24432077,-11483239,49047048,-60530286,-65890760,0
비비씨(주),318410,2020/12,37555718,22149038,15406679,10210236,10210236,9610703,1092364,21271873,13652708,7619165,4669240,4669240,9150423,629345,37555718,22149038,15406679,5196443,10210236,9610703,1092364,21271873,13652708,7619165,2949925,4669240,9150423,629345
비비씨(주),318410,2021/12,36791404,25086271,11705133,3117058,3117058,4361781,878002,24084349,15915674,8168675,3987877,3987877,5460452,1361899,36791404,25086271,11705133,8588075,3117058,4361781,878002,24084349,15915674,8168675,4180798,3987877,5460452,1361899
비비씨(주),318410,2022/12,45266823,31540773,13726050,1907469,1907469,1549625,527740,30992777,18621626,12371152,5590657,5590657,3449231,1004700,45266823,31540773,13726050,11818580,1907469,1549625,527740,30992777,18621626,12371152,6780494,5590657,3449231,1004700
비씨엔씨(주),146320,2022/12,82050451,58635595,23414856,11579293,11579293,10993457,867735,80050018,60204086,19845932,10049532,10049532,9653546,934648,82050451,58635595,23414856,11835563,11579293,10993457,867735,80050018,60204086,19845932,9796400,10049532,9653546,934648
비유테크놀러지,230980,2016/12,,,,,,,,8281760,6557048,1724712,557831,557831,-2117858,43744,,,,,,,,8281760,6557048,1724712,1166881,557831,-2117858,43744
비유테크놀러지,230980,2017/12,8199432,7421391,778041,-334334,-334334,-148573,-70699,8199432,7421391,778041,-334334,-334334,-373357,-70699,8199432,7421391,778041,1112375,-334334,-148573,-70699,8199432,7421391,778041,1112375,-334334,-373357,-70699
비유테크놀러지,230980,2018/12,37534312,34137320,3396992,-562142,-562142,-964452,-380050,5076666,4739386,337280,-873787,-873787,-1769469,-391163,37534312,34137320,3396992,3959133,-562142,-964452,-380050,5076666,4739386,337280,1211068,-873787,-1769469,-391163
비유테크놀러지,230980,2019/12,13058815,11134056,1924758,-1307802,-1307802,-9565062,991490,10003909,8227848,1776061,-796404,-796403,-8505367,580305,13058815,11134056,1924758,3232560,-1307802,-9565062,991490,10003909,8227848,1776061,2572464,-796403,-8505367,580305
비유테크놀러지,230980,2020/12,10559369,7870319,2689050,564643,564643,-664013,0,6850460,5071521,1778938,486237,486237,-1625766,0,10559369,7870319,2689050,2124407,564643,-664013,0,6850460,5071521,1778938,1292701,486237,-1625766,0
비유테크놀러지,230980,2021/12,13440273,12095067,1345206,-3477759,-3477759,-8310389,9952,3505760,4142460,-636701,-3477761,-3477761,-6325051,0,13440273,12095067,1345206,4822965,-3477759,-8310389,9952,3505760,4142460,-636701,2841061,-3477761,-6325051,0
비유테크놀러지,230980,2022/12,14710416,15222618,-512203,-6794691,-6794691,-13458618,657,8411702,8906525,-494823,-4900116,-4900116,-15554306,0,14710416,15222618,-512203,6282488,-6794691,-13458618,657,8411702,8906525,-494823,4405293,-4900116,-15554306,0
비케이탑스(주),030790,2012/12,322005355,307676773,14328582,-7409794,-7409794,-29059773,-5063114,319255328,306252382,13002946,-4972189,-4972189,-27247496,-5063114,322005355,307676773,14328582,21738377,-7409794,-29059773,-5063114,319255328,306252382,13002946,17975135,-4972189,-27247496,-5063114
비케이탑스(주),030790,2013/12,491688166,460446831,31241335,-74240111,-74240111,-174686132,-8576613,412482226,382799524,29682702,-60204026,-60204026,-179844378,-9660860,491688166,460446831,31241335,105481447,-74240111,-174686132,-8576613,412482226,382799524,29682702,89886728,-60204026,-179844378,-9660860
비케이탑스(주),030790,2014/12,143033549,128098527,14935021,752472,752472,168877357,25397867,113507856,100634246,12873610,2820898,2820898,169778021,25281071,143033549,128098527,14935021,14182549,752472,168877357,25397867,113507856,100634246,12873610,10052711,2820898,169778021,25281071
비케이탑스(주),030790,2015/12,112322747,104603519,7719228,-6490458,-6490458,-11992449,-3031967,87449960,80889993,6559967,-4989683,-4989683,1128270,-3018085,112322747,104603519,7719228,14209686,-6490458,-11992449,-3031967,87449960,80889993,6559967,11549651,-4989683,1128270,-3018085
비케이탑스(주),030790,2016/12,94088047,87453554,6634492,-6643510,-6643510,-2054148,1913193,89360389,83439707,5920682,-5938710,-5938710,-4166023,1827128,94088047,87453554,6634492,13278002,-6643510,-2054148,1913193,89360389,83439707,5920682,11859391,-5938710,-4166023,1827128
비케이탑스(주),030790,2017/12,86262068,80395982,5866086,-7818848,-7818848,-19981830,358424,80092427,75814287,4278140,-7910265,-7910265,-27282188,302282,86262068,80395982,5866086,13684934,-7818848,-19981830,358424,80092427,75814287,4278140,12188405,-7910265,-27282188,302282
비케이탑스(주),030790,2018/12,69990785,73884708,-3893923,-19810937,-19810937,-16578008,1404,66509764,70337744,-3827980,-18222211,-18222211,-14486992,1404,69990785,73884708,-3893923,15917014,-19810937,-16578008,1404,66509764,70337744,-3827980,14394231,-18222211,-14486992,1404
비케이탑스(주),030790,2019/12,,,,,,,,55687268,55706410,-19142,-14047410,-14047410,-30435835,0,,,,,,,,55687268,55706410,-19142,14028268,-14047410,-30435835,0
비케이탑스(주),030790,2020/12,9857852,8840541,1017311,-3417463,-3417463,-45617598,-605,7777162,7534068,243094,-3315129,-3315129,-45383819,-605,9857852,8840541,1017311,4434773,-3417463,-45617598,-605,7777162,7534068,243094,3558223,-3315129,-45383819,-605
비케이탑스(주),030790,2021/12,24797885,23908923,888962,-10337472,-10337472,-34161711,0,8400080,7762709,637371,-5126822,-5126822,-30027129,0,24797885,23908923,888962,11226434,-10337472,-34161711,0,8400080,7762709,637371,5764193,-5126822,-30027129,0
비케이탑스(주),030790,2022/12,31912090,29625991,2286100,-9626618,-9626618,-14400246,0,6248254,5636577,611677,-6212779,-6212779,-7700302,0,31912090,29625991,2286100,11912718,-9626618,-14400246,0,6248254,5636577,611677,6824456,-6212779,-7700302,0
비플라이소프트(주),148780,2016/12,,,,,,,,,,,,,,,,,,,,,,11983780,7951514,4032266,2993151,1039115,848127,0
비플라이소프트(주),148780,2017/12,19155572,7301088,11854484,3563614,3563614,3704079,100902,19155572,7301088,11854484,3598527,3598527,3738980,101084,19155572,7301088,11854484,8290870,3563614,3704079,100902,19155572,7301088,11854484,8255958,3598527,3738980,101084
비플라이소프트(주),148780,2018/12,16602762,11749933,4852829,-1333143,-1333143,-1362547,51387,16602762,11749935,4852827,-1333143,-1333143,-1424547,51387,16602762,11749933,4852829,6185972,-1333143,-1362547,51387,16602762,11749935,4852827,6185971,-1333143,-1424547,51387
비플라이소프트(주),148780,2019/12,19043099,0,19043099,-1661471,-1661471,-1677201,123870,15215720,0,15215720,-1767695,-1767695,-1839889,123870,19043099,0,19043099,20704570,-1661471,-1677201,123870,15215720,0,15215720,16983414,-1767695,-1839889,123870
비플라이소프트(주),148780,2020/12,24385541,0,24385541,-1494290,-1494290,-3424270,0,14939499,0,14939499,-964473,-964473,-2263643,0,24385541,0,24385541,25879831,-1494290,-3424270,0,14939499,0,14939499,15903972,-964473,-2263643,0
비플라이소프트(주),148780,2021/12,17018223,0,17018223,-942292,-942292,-2023276,0,16994280,0,16994280,-820600,-820600,-1899039,0,17018223,0,17018223,17960514,-942292,-2023276,0,16994280,0,16994280,17814879,-820600,-1899039,0
비플라이소프트(주),148780,2022/12,16258637,0,16258637,-1128518,-1128518,-34510,11534,16243640,0,16243640,-1178653,-1178653,-91915,0,16258637,0,16258637,17387155,-1128518,-34510,11534,16243640,0,16243640,17422293,-1178653,-91915,0
빛샘전자(주),072950,2012/12,,,,,,,,31277276,23067073,8210203,3253692,3253692,3415786,403117,,,,,,,,31277276,23067073,8210203,4956511,3253692,3415786,403117
빛샘전자(주),072950,2013/12,,,,,,,,29019102,23005068,6014034,1452175,1452175,1812510,470618,,,,,,,,29019102,23005068,6014034,4561859,1452175,1812510,470618
빛샘전자(주),072950,2014/12,28185523,22467478,5718045,1030865,1030865,6344729,14119,25339473,20554956,4784517,556027,556027,904835,14119,28185523,22467478,5718045,4687180,1030865,6344729,14119,25339473,20554956,4784517,4228490,556027,904835,14119
빛샘전자(주),072950,2015/12,53934856,43970736,9964120,2317031,2317031,3268450,489291,26214360,19726073,6488287,2097524,2097523,3128371,489291,53934856,43970736,9964120,7647089,2317031,3268450,489291,26214360,19726073,6488287,4390763,2097523,3128371,489291
빛샘전자(주),072950,2016/12,58552618,48396713,10155906,2805190,2805190,3361524,381908,29348340,23289471,6058869,1941950,1941950,2435316,381908,58552618,48396713,10155906,7350716,2805190,3361524,381908,29348340,23289471,6058869,4116919,1941950,2435316,381908
빛샘전자(주),072950,2017/12,56410452,44684860,11725591,3986571,3986571,4065810,367766,26628251,20573175,6055076,1640827,1640827,2011675,367766,56410452,44684860,11725591,7739020,3986571,4065810,367766,26628251,20573175,6055076,4414249,1640827,2011675,367766
빛샘전자(주),072950,2018/12,47402504,38859294,8543210,1605538,1605538,2059726,351060,23490677,18755999,4734678,1504829,1504829,2029779,351060,47402504,38859294,8543210,6937672,1605538,2059726,351060,23490677,18755999,4734678,3229849,1504829,2029779,351060
빛샘전자(주),072950,2019/12,46442406,38623226,7819179,1878897,1878897,2318220,433997,25882186,20645919,5236267,2005511,2005511,2635018,433997,46442406,38623226,7819179,5940282,1878897,2318220,433997,25882186,20645919,5236267,3230757,2005511,2635018,433997
빛샘전자(주),072950,2020/12,47463474,39375179,8088295,1092660,1092660,1199496,141918,21643427,16220001,5423426,1847812,1847812,2065099,230152,47463474,39375179,8088295,6995635,1092660,1199496,141918,21643427,16220001,5423426,3575615,1847812,2065099,230152
빛샘전자(주),072950,2021/12,81783274,70849138,10934135,4042478,4042478,4704806,515786,33141873,25863928,7277945,2310226,2310226,2801668,146087,81783274,70849138,10934135,6891657,4042478,4704806,515786,33141873,25863928,7277945,4967719,2310226,2801668,146087
빛샘전자(주),072950,2022/12,93008781,83977133,9031649,2517705,2517705,2496476,300780,37993859,30618326,7375532,2641592,2641592,3399704,558967,93008781,83977133,9031649,6513944,2517705,2496476,300780,37993859,30618326,7375532,4733940,2641592,3399704,558967
삼륭물산(주),014970,2012/12,91803661,77893995,13909666,8235782,8235782,5590087,1069912,44812492,37550190,7262302,4696276,4696276,4559252,969199,91803661,77893995,13909666,5673883,8235782,5590087,1069912,44812492,37550190,7262302,2566026,4696276,4559252,969199
삼륭물산(주),014970,2013/12,87581507,74556416,13025091,7398372,7398372,4888674,647029,39305454,33303549,6001906,3712593,3712593,3211204,681818,87581507,74556416,13025091,5626719,7398372,4888674,647029,39305454,33303549,6001906,2289312,3712593,3211204,681818
삼륭물산(주),014970,2014/12,87765362,77058375,10706987,5109352,5109352,3325939,1740949,40554330,34378245,6176085,3747997,3747997,3317138,1668362,87765362,77058375,10706987,5597635,5109352,3325939,1740949,40554330,34378245,6176085,2428088,3747997,3317138,1668362
삼륭물산(주),014970,2015/12,92531905,76588525,15943380,10060774,10060774,7490112,940544,41575315,35012623,6562692,4643011,4643011,3263210,656888,92531905,76588525,15943380,5882606,10060774,7490112,940544,41575315,35012623,6562692,1919681,4643011,3263210,656888
삼륭물산(주),014970,2016/12,101128526,82324110,18804416,13122799,13122799,11737950,2518515,40646308,33491823,7154485,5147343,5147343,4400884,1073243,101128526,82324110,18804416,5681618,13122799,11737950,2518515,40646308,33491823,7154485,2007142,5147343,4400884,1073243
삼륭물산(주),014970,2017/12,90524366,78584080,11940286,6112486,6112486,4651847,648303,37183414,32033323,5150092,3331722,3331722,3538600,750859,90524366,78584080,11940286,5827801,6112486,4651847,648303,37183414,32033323,5150092,1818370,3331722,3538600,750859
삼륭물산(주),014970,2018/12,84959785,77669029,7290756,1114661,1114661,-274154,-204015,37831621,32847675,4983947,2814646,2814646,2410974,524843,84959785,77669029,7290756,6176095,1114661,-274154,-204015,37831621,32847675,4983947,2169301,2814646,2410974,524843
삼륭물산(주),014970,2019/12,88705130,80895872,7809258,1566807,1566807,328097,-252615,39483021,33389562,6093459,3984640,3984640,3115327,703393,88705130,80895872,7809258,6242452,1566807,328097,-252615,39483021,33389562,6093459,2108819,3984640,3115327,703393
삼륭물산(주),014970,2020/12,86905996,78569737,8336259,1999406,1999406,-6041930,-539267,38832974,31882033,6950941,4290356,4290356,3558025,696034,86905996,78569737,8336259,6336854,1999406,-6041930,-539267,38832974,31882033,6950941,2660585,4290356,3558025,696034
삼륭물산(주),014970,2021/12,87692633,80367298,7325336,914318,914318,-1190867,66357,34872322,30313818,4558504,2620006,2620006,2443988,577110,87692633,80367298,7325336,6411018,914318,-1190867,66357,34872322,30313818,4558504,1938498,2620006,2443988,577110
삼륭물산(주),014970,2022/12,90280280,84781749,5498531,-1171753,-1171753,-2756072,-134237,40889740,37791035,3098705,1139789,1139789,671552,124671,90280280,84781749,5498531,6670284,-1171753,-2756072,-134237,40889740,37791035,3098705,1958916,1139789,671552,124671
삼성제약(주),001360,2012/12,,,,,,,,47285859,28148717,19137142,541602,535602,-3132252,0,,,,,,,,47285859,28148717,19137142,18601540,535602,-3132252,0
삼성제약(주),001360,2013/12,,,,,,,,46920575,29522306,17398269,-11417834,-11417834,-18488790,0,,,,,,,,46920575,29522306,17398269,28816102,-11417834,-18488790,0
삼성제약(주),001360,2014/12,,,,,,,,30287782,21789267,8498515,-19819967,-19819967,-23748181,0,,,,,,,,30287782,21789267,8498515,28318482,-19819967,-23748181,0
삼성제약(주),001360,2015/12,42164637,30893900,11270738,-1870484,-1870484,-653847,340545,33202367,23699690,9502676,-812245,-812245,1091576,451069,42164637,30893900,11270738,13141222,-1870484,-653847,340545,33202367,23699690,9502676,10314921,-812245,1091576,451069
삼성제약(주),001360,2016/12,48223430,40614196,7609234,-9588212,-9588212,-22041661,-424057,40527279,32828752,7698527,-6114206,-6114206,-17096038,-129282,48223430,40614196,7609234,17197446,-9588212,-22041661,-424057,40527279,32828752,7698527,13812733,-6114206,-17096038,-129282
삼성제약(주),001360,2017/12,41919469,36837630,5081839,-6880226,-6880226,-10965931,-3691970,39064939,35480468,3584472,-6700758,-6700758,-15575606,-3691970,41919469,36837630,5081839,11962065,-6880226,-10965931,-3691970,39064939,35480468,3584472,10285230,-6700758,-15575606,-3691970
삼성제약(주),001360,2018/12,46483649,37894300,8589349,-4783652,-4783652,-2016152,59554,42911270,36488291,6422979,-4121604,-4121604,-1283983,59554,46483649,37894300,8589349,13373001,-4783652,-2016152,59554,42911270,36488291,6422979,10544583,-4121604,-1283983,59554
삼성제약(주),001360,2019/12,,,,,,,,44566363,35167193,9399170,-6471422,-6471422,7086836,201663,,,,,,,,44566363,35167193,9399170,15870592,-6471422,7086836,201663
삼성제약(주),001360,2020/12,,,,,,,,48269172,37818278,10450894,-10044141,-10044141,-39876979,0,,,,,,,,48269172,37818278,10450894,20495035,-10044141,-39876979,0
삼성제약(주),001360,2021/12,,,,,,,,54901130,45619392,9281738,-18139831,-18139831,-40276344,0,,,,,,,,54901130,45619392,9281738,27421569,-18139831,-40276344,0
삼성제약(주),001360,2022/12,,,,,,,,51832234,27213215,24619018,-13961177,-13961177,-25093031,0,,,,,,,,51832234,27213215,24619018,38580195,-13961177,-25093031,0
삼아제약(주),009300,2012/12,,,,,,,,56571987,20918908,35653080,9274160,9274160,12007901,57452,,,,,,,,56571987,20918908,35653080,26378920,9274160,12007901,57452
삼아제약(주),009300,2013/12,,,,,,,,54636875,21210335,33426540,6054747,6054747,8470987,1283721,,,,,,,,54636875,21210335,33426540,27371793,6054747,8470987,1283721
삼아제약(주),009300,2014/12,,,,,,,,56776453,21937894,34838559,5811746,5811746,8433285,365200,,,,,,,,56776453,21937894,34838559,29026813,5811746,8433285,365200
삼아제약(주),009300,2015/12,,,,,,,,59658044,23147872,36510172,6051081,6051081,8286212,1126273,,,,,,,,59658044,23147872,36510172,30459091,6051081,8286212,1126273
