회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS),감사의견코드(IFRS)(백만원)
(주)대유,290380,2022/12,5.24,361,UQ
(주)대창솔루션,096350,2012/12,0.62,7502,UQ
(주)대창솔루션,096350,2013/12,-2.6,-5773,UQ
(주)대창솔루션,096350,2014/12,-1.06,-779,UQ
(주)대창솔루션,096350,2015/12,0.63,398,UQ
(주)대창솔루션,096350,2016/12,-3.55,-5192,UQ
(주)대창솔루션,096350,2017/12,-4.16,-2539,UQ
(주)대창솔루션,096350,2018/12,-3.14,-10811,UQ
(주)대창솔루션,096350,2019/12,0.07,-912,UQ
(주)대창솔루션,096350,2020/12,-6.44,344,UQ
(주)대창솔루션,096350,2021/12,-2.7,-3254,UQ
(주)대창솔루션,096350,2022/12,-1.61,1108,UQ
(주)대한과학,131220,2012/12,5.38,714,UQ
(주)대한과학,131220,2013/12,2.73,-1464,UQ
(주)대한과학,131220,2014/12,2.15,2327,UQ
(주)대한과학,131220,2015/12,-1.74,513,UQ
(주)대한과학,131220,2016/12,3.94,4951,UQ
(주)대한과학,131220,2017/12,9.1,3720,UQ
(주)대한과학,131220,2018/12,44.13,2341,UQ
(주)대한과학,131220,2019/12,32.89,907,UQ
(주)대한과학,131220,2020/12,89.98,3216,UQ
(주)대한과학,131220,2021/12,459.45,2053,UQ
(주)대한과학,131220,2022/12,137.72,2504,UQ
(주)더 미동,161570,2013/12,455.03,2937,UQ
(주)더 미동,161570,2014/12,170.33,1752,UQ
(주)더 미동,161570,2015/12,86.69,1156,UQ
(주)더 미동,161570,2016/12,-3680.65,-2410,UQ
(주)더 미동,161570,2017/12,228.29,3732,UQ
(주)더 미동,161570,2018/12,10.01,388,UQ
(주)더 미동,161570,2019/12,34.48,-17,UQ
(주)더 미동,161570,2020/12,-1994.12,779,UQ
(주)더 미동,161570,2021/12,-3.57,-333,UQ
(주)더 미동,161570,2022/12,1.7,1168,UQ
(주)더블유에스아이,299170,2018/12,,,UQ
(주)더블유에스아이,299170,2019/12,,,UQ
(주)더블유에스아이,299170,2020/12,386.63,221,UQ
(주)더블유에스아이,299170,2021/12,9.45,6310,UQ
(주)더블유에스아이,299170,2022/12,23.83,4655,UQ
(주)더코디,224060,2015/12,6.69,2213,UQ
(주)더코디,224060,2016/12,-3.71,-7537,UQ
(주)더코디,224060,2017/12,-0.09,2520,UQ
(주)더코디,224060,2018/12,-13.64,-2862,UQ
(주)더코디,224060,2019/12,0.56,1841,UQ
(주)더코디,224060,2020/12,-1.13,-1607,UQ
(주)더코디,224060,2021/12,-9.43,-2376,UQ
(주)더코디,224060,2022/12,-13.33,-9061,UQ
(주)덕산테코피아,317330,2019/12,67.11,13046,UQ
(주)덕산테코피아,317330,2020/12,308.73,16582,UQ
(주)덕산테코피아,317330,2021/12,191.78,22098,UQ
(주)덕산테코피아,317330,2022/12,13.57,15919,UQ
(주)덕성,004830,2012/12,5.77,3824,UQ
(주)덕성,004830,2013/12,8.09,3253,UQ
(주)덕성,004830,2014/12,2.92,4695,UQ
(주)덕성,004830,2015/12,1.65,5834,UQ
(주)덕성,004830,2016/12,4.55,421,UQ
(주)덕성,004830,2017/12,2.99,6492,UQ
(주)덕성,004830,2018/12,-2.11,538,UQ
(주)덕성,004830,2019/12,2.18,3936,UQ
(주)덕성,004830,2020/12,6.02,3138,UQ
(주)덕성,004830,2021/12,8.99,6782,UQ
(주)덕성,004830,2022/12,7.2,9587,UQ
(주)덱스터스튜디오,206560,2015/12,9.72,4302,UQ
(주)덱스터스튜디오,206560,2016/12,138.55,3997,UQ
(주)덱스터스튜디오,206560,2017/12,-9.03,-13945,UQ
(주)덱스터스튜디오,206560,2018/12,1.29,14404,UQ
(주)덱스터스튜디오,206560,2019/12,-24.21,8072,UQ
(주)덱스터스튜디오,206560,2020/12,-2.89,16216,UQ
(주)덱스터스튜디오,206560,2021/12,-35.82,2999,UQ
(주)덱스터스튜디오,206560,2022/12,-57.35,-2162,UQ
(주)덴티스,261200,2017/12,,,UQ
(주)덴티스,261200,2018/12,,,UQ
(주)덴티스,261200,2019/12,,,UQ
(주)덴티스,261200,2020/12,-10.16,-3779,UQ
(주)덴티스,261200,2021/12,0.17,424,UQ
(주)덴티스,261200,2022/12,3.55,6380,UQ
(주)동방선기,099410,2012/12,-1.62,-294,UQ
(주)동방선기,099410,2013/12,0.88,2585,UQ
(주)동방선기,099410,2014/12,0.75,1469,UQ
(주)동방선기,099410,2015/12,1.57,4022,UQ
(주)동방선기,099410,2016/12,2.15,2188,UQ
(주)동방선기,099410,2017/12,999999999,763,UQ
(주)동방선기,099410,2018/12,-4741.58,12,UQ
(주)동방선기,099410,2019/12,-160.58,-2021,UQ
(주)동방선기,099410,2020/12,-155.77,-1144,UQ
(주)동방선기,099410,2021/12,222.21,3265,UQ
(주)동방선기,099410,2022/12,5.78,-396,UQ
(주)동운아나텍,094170,2015/12,41.32,9162,UQ
(주)동운아나텍,094170,2016/12,45.4,-63,UQ
(주)동운아나텍,094170,2017/12,-13.85,327,UQ
(주)동운아나텍,094170,2018/12,-10.17,-4240,UQ
(주)동운아나텍,094170,2019/12,-1.77,-7451,UQ
(주)동운아나텍,094170,2020/12,2.18,-9255,UQ
(주)동운아나텍,094170,2021/12,-7.25,-9446,UQ
(주)동운아나텍,094170,2022/12,-2.33,576,UQ
(주)동일기연,032960,2012/12,1013.23,7657,UQ
(주)동일기연,032960,2013/12,999999999,8097,UQ
(주)동일기연,032960,2014/12,999999999,8800,UQ
(주)동일기연,032960,2015/12,999999999,3321,UQ
(주)동일기연,032960,2016/12,999999999,5992,UQ
(주)동일기연,032960,2017/12,999999999,1993,UQ
(주)동일기연,032960,2018/12,438.73,2160,UQ
(주)동일기연,032960,2019/12,484.7,5908,UQ
(주)동일기연,032960,2020/12,412.59,5994,UQ
(주)동일기연,032960,2021/12,5045.55,2959,UQ
(주)동일기연,032960,2022/12,284.01,4049,UQ
(주)듀오백,073190,2012/12,-20.44,675,UQ
(주)듀오백,073190,2013/12,169.71,-558,UQ
(주)듀오백,073190,2014/12,999999999,-151,UQ
(주)듀오백,073190,2015/12,999999999,-1729,UQ
(주)듀오백,073190,2016/12,999999999,-3909,UQ
(주)듀오백,073190,2017/12,999999999,-82,UQ
(주)듀오백,073190,2018/12,999999999,-1099,UQ
(주)듀오백,073190,2019/12,-168.2,-543,UQ
(주)듀오백,073190,2020/12,40.87,4331,UQ
(주)듀오백,073190,2021/12,-205.6,-3498,UQ
(주)듀오백,073190,2022/12,-62.01,-1193,UQ
(주)드래곤플라이,030350,2012/12,999999999,9420,UQ
(주)드래곤플라이,030350,2013/12,0.39,6580,UQ
(주)드래곤플라이,030350,2014/12,1.54,2244,UQ
(주)드래곤플라이,030350,2015/12,2.68,2116,UQ
(주)드래곤플라이,030350,2016/12,1.34,1666,UQ
(주)드래곤플라이,030350,2017/12,-4.35,-5273,UQ
(주)드래곤플라이,030350,2018/12,-4.25,-8897,UQ
(주)드래곤플라이,030350,2019/12,-70.73,-1488,UQ
(주)드래곤플라이,030350,2020/12,3.01,933,UQ
(주)드래곤플라이,030350,2021/12,-2.87,-4172,UQ
(주)드래곤플라이,030350,2022/12,-17.74,-6873,UQ
(주)드림시큐리티,203650,2014/12,,,UQ
(주)드림시큐리티,203650,2015/12,,,UQ
(주)드림시큐리티,203650,2016/12,,,UQ
(주)드림시큐리티,203650,2017/12,2.89,-1542,UQ
(주)드림시큐리티,203650,2018/12,836.28,3031,UQ
(주)드림시큐리티,203650,2019/12,18.35,3228,UQ
(주)드림시큐리티,203650,2020/12,7.13,1781,UQ
(주)드림시큐리티,203650,2021/12,1.53,7209,UQ
(주)드림시큐리티,203650,2022/12,1.02,4790,UQ
(주)디모아,016670,2012/12,35445,-608,UQ
(주)디모아,016670,2013/12,156.86,5355,UQ
(주)디모아,016670,2014/12,2270.18,4090,UQ
(주)디모아,016670,2015/12,999999999,13507,UQ
(주)디모아,016670,2016/12,20.33,-2200,UQ
(주)디모아,016670,2017/12,3.76,788,UQ
(주)디모아,016670,2018/12,0.66,-169,UQ
(주)디모아,016670,2019/12,0.58,-836,UQ
(주)디모아,016670,2020/12,-0.56,-746,UQ
(주)디모아,016670,2021/12,0.2,-3393,UQ
(주)디모아,016670,2022/12,12.33,1893,UQ
(주)디바이스이엔지,187870,2017/12,75.5,-7467,UQ
(주)디바이스이엔지,187870,2018/12,213.19,6881,UQ
(주)디바이스이엔지,187870,2019/12,276.74,21178,UQ
(주)디바이스이엔지,187870,2020/12,2972.35,35914,UQ
(주)디바이스이엔지,187870,2021/12,166.31,22309,UQ
(주)디바이스이엔지,187870,2022/12,13.23,-424,UQ
(주)디스플레이테크,066670,2012/12,17.95,26585,UQ
(주)디스플레이테크,066670,2013/12,24.04,-38737,UQ
(주)디스플레이테크,066670,2014/12,22.05,43687,UQ
(주)디스플레이테크,066670,2015/12,24.85,48955,UQ
(주)디스플레이테크,066670,2016/12,14.08,-9249,UQ
(주)디스플레이테크,066670,2017/12,31.42,7955,UQ
(주)디스플레이테크,066670,2018/12,57.24,28657,UQ
(주)디스플레이테크,066670,2019/12,43.18,8885,UQ
(주)디스플레이테크,066670,2020/12,111.03,13697,UQ
(주)디스플레이테크,066670,2021/12,546.38,-5164,UQ
(주)디스플레이테크,066670,2022/12,86.85,2750,UQ
(주)디알젬,263690,2018/12,34.88,2141,UQ
(주)디알젬,263690,2019/12,119.59,3006,UQ
(주)디알젬,263690,2020/12,197.71,10017,UQ
(주)디알젬,263690,2021/12,112.24,10379,UQ
(주)디알젬,263690,2022/12,69.67,7516,UQ
(주)디알텍,214680,2015/12,,,UQ
(주)디알텍,214680,2016/12,5.18,-6939,UQ
(주)디알텍,214680,2017/12,-5.76,-2534,UQ
(주)디알텍,214680,2018/12,8.11,2667,UQ
(주)디알텍,214680,2019/12,5.36,5324,UQ
(주)디알텍,214680,2020/12,-7.72,-516,UQ
(주)디알텍,214680,2021/12,6.54,63,UQ
(주)디알텍,214680,2022/12,3.92,6026,UQ
(주)디앤씨미디어,263720,2017/12,999999999,3511,UQ
(주)디앤씨미디어,263720,2018/12,999999999,5177,UQ
(주)디앤씨미디어,263720,2019/12,2188.04,6733,UQ
(주)디앤씨미디어,263720,2020/12,1463.36,12211,UQ
(주)디앤씨미디어,263720,2021/12,709.34,-2140,UQ
(주)디앤씨미디어,263720,2022/12,5.62,145,UQ
(주)디에스앤엘,141020,2013/12,-20.48,-3184,UQ
(주)디에스앤엘,141020,2014/12,-15.43,-4193,UQ
(주)디에스앤엘,141020,2015/12,-13.27,448,UQ
(주)디에스앤엘,141020,2016/12,-0.87,-9260,UQ
(주)디에스앤엘,141020,2017/12,2.71,-9932,UQ
(주)디에스앤엘,141020,2018/12,-1.46,-25023,UQ
(주)디에스앤엘,141020,2019/12,-1.33,-5728,UQ
(주)디에스앤엘,141020,2020/12,-1.41,1434,UQ
(주)디에스앤엘,141020,2021/12,-4.11,-5553,DS
(주)디에스앤엘,141020,2022/12,-7.8,-3116,UQ
(주)디에스이엔,065150,2012/12,12.6,19342,UQ
(주)디에스이엔,065150,2013/12,61.63,3724,UQ
(주)디에스이엔,065150,2014/12,50.1,335,UQ
(주)디에스이엔,065150,2015/12,-25.02,-3591,UQ
(주)디에스이엔,065150,2016/12,-8.01,-7651,UQ
(주)디에스이엔,065150,2017/12,-2.47,-11528,UQ
(주)디에스이엔,065150,2018/12,-5.75,-1460,UQ
(주)디에스이엔,065150,2019/12,-0.22,-1222,DS
(주)디에스이엔,065150,2020/12,-7.68,-7167,UQ
(주)디에스이엔,065150,2021/12,8.25,-2270,UQ
(주)디에스이엔,065150,2022/12,-11.74,-13456,UQ
(주)디에스케이,109740,2012/12,-3.86,244,UQ
(주)디에스케이,109740,2013/12,64.99,11434,UQ
(주)디에스케이,109740,2014/12,186.8,5305,UQ
(주)디에스케이,109740,2015/12,855.99,486,UQ
(주)디에스케이,109740,2016/12,4.01,6192,UQ
(주)디에스케이,109740,2017/12,6.62,8389,UQ
(주)디에스케이,109740,2018/12,6.99,12955,UQ
(주)디에스케이,109740,2019/12,15.1,-344,UQ
(주)디에스케이,109740,2020/12,-7.1,14094,UQ
(주)디에스케이,109740,2021/12,964.5,4274,UQ
(주)디에스케이,109740,2022/12,-43.33,7964,UQ
(주)디에이테크놀로지,196490,2014/12,13.96,6491,UQ
(주)디에이테크놀로지,196490,2015/12,999999999,1931,UQ
(주)디에이테크놀로지,196490,2016/12,13.75,-9310,UQ
(주)디에이테크놀로지,196490,2017/12,2.67,-2508,UQ
(주)디에이테크놀로지,196490,2018/12,0.72,1065,UQ
(주)디에이테크놀로지,196490,2019/12,0.11,18222,UQ
(주)디에이테크놀로지,196490,2020/12,-4.97,-11689,UQ
(주)디에이테크놀로지,196490,2021/12,-6.2,-10013,UQ
(주)디에이테크놀로지,196490,2022/12,-7.99,-14778,UQ
(주)디엔에이링크,127120,2012/12,1.06,-783,UQ
(주)디엔에이링크,127120,2013/12,-9.3,-278,UQ
(주)디엔에이링크,127120,2014/12,-6.19,-143,UQ
(주)디엔에이링크,127120,2015/12,-6.58,-2833,UQ
(주)디엔에이링크,127120,2016/12,-3.9,-3339,UQ
(주)디엔에이링크,127120,2017/12,1.17,-2311,UQ
(주)디엔에이링크,127120,2018/12,-3.02,-1425,UQ
(주)디엔에이링크,127120,2019/12,-5.62,-415,UQ
(주)디엔에이링크,127120,2020/12,-11.88,1176,UQ
(주)디엔에이링크,127120,2021/12,-45.13,-5854,UQ
(주)디엔에이링크,127120,2022/12,-76.41,1150,UQ
(주)디엔에프,092070,2012/12,0.48,786,UQ
(주)디엔에프,092070,2013/12,-3.18,-190,UQ
(주)디엔에프,092070,2014/12,5.89,15699,UQ
(주)디엔에프,092070,2015/12,47.95,17449,UQ
(주)디엔에프,092070,2016/12,32.16,12735,UQ
(주)디엔에프,092070,2017/12,46.19,20820,UQ
(주)디엔에프,092070,2018/12,32.25,8119,UQ
(주)디엔에프,092070,2019/12,12.9,3928,UQ
(주)디엔에프,092070,2020/12,51.85,17090,UQ
(주)디엔에프,092070,2021/12,102.83,7774,UQ
(주)디엔에프,092070,2022/12,97.63,1093,UQ
(주)디오,039840,2012/12,0.71,7702,UQ
(주)디오,039840,2013/12,-0.04,-3377,UQ
(주)디오,039840,2014/12,0.88,-892,UQ
(주)디오,039840,2015/12,2.65,14644,UQ
(주)디오,039840,2016/12,47.96,11005,UQ
(주)디오,039840,2017/12,31.34,3218,UQ
(주)디오,039840,2018/12,0.64,-403,UQ
(주)디오,039840,2019/12,12.13,8671,UQ
(주)디오,039840,2020/12,12.32,27910,UQ
(주)디오,039840,2021/12,8.73,5257,UQ
(주)디오,039840,2022/12,2.08,14278,UQ
(주)디와이디,219550,2015/12,,,UQ
(주)디와이디,219550,2016/12,,,UQ
(주)디와이디,219550,2017/12,79.55,5578,UQ
(주)디와이디,219550,2018/12,908.05,1492,UQ
(주)디와이디,219550,2019/12,-3.78,-4386,UQ
(주)디와이디,219550,2020/12,-6.89,60,UQ
(주)디와이디,219550,2021/12,-7.11,-4870,UQ
(주)디와이디,219550,2022/12,2.42,-4691,UQ
(주)디이엔티,079810,2012/12,3.79,4916,UQ
(주)디이엔티,079810,2013/12,-6.68,118,UQ
(주)디이엔티,079810,2014/12,-111.71,-597,UQ
(주)디이엔티,079810,2015/12,15.56,874,UQ
(주)디이엔티,079810,2016/12,-9.07,-16305,UQ
(주)디이엔티,079810,2017/12,3.59,6453,UQ
(주)디이엔티,079810,2018/12,-7.01,-11569,UQ
(주)디이엔티,079810,2019/12,-4.84,-939,UQ
(주)디이엔티,079810,2020/12,-9.7,-3952,UQ
(주)디이엔티,079810,2021/12,1.78,-4589,UQ
(주)디이엔티,079810,2022/12,-4.17,11315,UQ
(주)디지아이,043360,2012/12,0.23,849,UQ
(주)디지아이,043360,2013/12,-26.1,-548,UQ
(주)디지아이,043360,2014/12,2.73,-514,UQ
(주)디지아이,043360,2015/12,-52.55,-785,UQ
(주)디지아이,043360,2016/12,-92.94,10,UQ
(주)디지아이,043360,2017/12,32.97,1322,UQ
(주)디지아이,043360,2018/12,-86.85,229,UQ
(주)디지아이,043360,2019/12,-188.41,-215,UQ
(주)디지아이,043360,2020/12,14.85,216,UQ
(주)디지아이,043360,2021/12,-31.18,214,UQ
(주)디지아이,043360,2022/12,6.82,2390,UQ
(주)디지캡,197140,2018/12,5.14,2915,UQ
(주)디지캡,197140,2019/12,2.72,2700,UQ
(주)디지캡,197140,2020/12,0.84,1805,UQ
(주)디지캡,197140,2021/12,0.86,2171,UQ
(주)디지캡,197140,2022/12,-0.23,1847,UQ
(주)디지틀조선일보,033130,2012/12,999999999,9960,UQ
(주)디지틀조선일보,033130,2013/12,999999999,4124,UQ
(주)디지틀조선일보,033130,2014/12,999999999,6469,UQ
(주)디지틀조선일보,033130,2015/12,999999999,5150,UQ
(주)디지틀조선일보,033130,2016/12,999999999,6966,UQ
(주)디지틀조선일보,033130,2017/12,999999999,6760,UQ
(주)디지틀조선일보,033130,2018/12,999999999,5469,UQ
(주)디지틀조선일보,033130,2019/12,29.1,5384,UQ
(주)디지틀조선일보,033130,2020/12,26.01,4843,UQ
(주)디지틀조선일보,033130,2021/12,65.26,6240,UQ
(주)디지틀조선일보,033130,2022/12,19.21,5955,UQ
(주)디케이앤디,263020,2018/12,38.68,-772,UQ
(주)디케이앤디,263020,2019/12,18.93,-2976,UQ
(주)디케이앤디,263020,2020/12,42.3,5562,UQ
(주)디케이앤디,263020,2021/12,-0.09,-2760,UQ
(주)디케이앤디,263020,2022/12,1.04,872,UQ
(주)디티앤씨,187220,2014/12,8.84,7135,UQ
(주)디티앤씨,187220,2015/12,4.12,4071,UQ
(주)디티앤씨,187220,2016/12,4.37,4747,UQ
(주)디티앤씨,187220,2017/12,4.22,8562,UQ
(주)디티앤씨,187220,2018/12,4.15,9342,UQ
(주)디티앤씨,187220,2019/12,-0.08,10508,UQ
(주)디티앤씨,187220,2020/12,1.54,7954,UQ
(주)디티앤씨,187220,2021/12,-0.82,9724,UQ
(주)디티앤씨,187220,2022/12,0.27,9661,UQ
(주)디티앤씨알오,383930,2022/12,,5007,UQ
(주)딜리,131180,2012/12,453.96,2882,UQ
(주)딜리,131180,2013/12,438.64,2414,UQ
(주)딜리,131180,2014/12,1870.26,2416,UQ
(주)딜리,131180,2015/12,135.81,5504,UQ
(주)딜리,131180,2016/12,70.85,1179,UQ
(주)딜리,131180,2017/12,2775732.69,5008,UQ
(주)딜리,131180,2018/12,71.75,3103,UQ
(주)딜리,131180,2019/12,28.39,6052,UQ
(주)딜리,131180,2020/12,29.03,3706,UQ
(주)딜리,131180,2021/12,39.81,4126,UQ
(주)딜리,131180,2022/12,13.63,1292,UQ
(주)딥노이드,315640,2021/12,-15.32,-4612,UQ
(주)딥노이드,315640,2022/12,-54.16,-3707,UQ
(주)라닉스,317120,2019/12,-0.02,56,UQ
(주)라닉스,317120,2020/12,-11.21,-809,UQ
(주)라닉스,317120,2021/12,-1.53,-3748,UQ
(주)라닉스,317120,2022/12,-0.68,-1348,UQ
(주)라온테크,232680,2015/12,,,
(주)라온테크,232680,2016/12,,,
(주)라온테크,232680,2017/12,,,
(주)라온테크,232680,2018/12,0.65,3978,UQ
(주)라온테크,232680,2019/12,-3.43,-286,UQ
(주)라온테크,232680,2020/12,3.64,-667,UQ
(주)라온테크,232680,2021/12,24.62,40,UQ
(주)라온테크,232680,2022/12,39.31,8061,UQ
(주)라이트론,069540,2012/12,33.48,-107,UQ
(주)라이트론,069540,2013/12,7.87,-587,UQ
(주)라이트론,069540,2014/12,13.92,6113,UQ
(주)라이트론,069540,2015/12,-35.04,-1651,UQ
(주)라이트론,069540,2016/12,9.65,-42,UQ
(주)라이트론,069540,2017/12,0.94,-5177,UQ
(주)라이트론,069540,2018/12,-0.34,5298,UQ
(주)라이트론,069540,2019/12,5.47,21322,UQ
(주)라이트론,069540,2020/12,-21.43,-14240,UQ
(주)라이트론,069540,2021/12,-8.45,-2579,UQ
(주)라이트론,069540,2022/12,0.52,2920,UQ
(주)라이프시맨틱스,347700,2021/12,-19.93,-5067,UQ
(주)라이프시맨틱스,347700,2022/12,-4.47,-5120,UQ
(주)라파스,214260,2019/12,-0.75,-2983,UQ
(주)라파스,214260,2020/12,-22.26,-661,UQ
(주)라파스,214260,2021/12,-0.6,1418,UQ
(주)라파스,214260,2022/12,-2.09,-4935,UQ
(주)래몽래인,200350,2021/12,14.14,108,UQ
(주)래몽래인,200350,2022/12,-9.93,-5092,UQ
(주)랩지노믹스,084650,2014/12,10.88,3147,UQ
(주)랩지노믹스,084650,2015/12,13.55,2377,UQ
(주)랩지노믹스,084650,2016/12,2.43,2542,UQ
(주)랩지노믹스,084650,2017/12,-3.33,-1057,UQ
(주)랩지노믹스,084650,2018/12,-5.37,608,UQ
(주)랩지노믹스,084650,2019/12,2.6,3188,UQ
(주)랩지노믹스,084650,2020/12,251.27,47981,UQ
(주)랩지노믹스,084650,2021/12,526.7,65094,UQ
(주)랩지노믹스,084650,2022/12,129.21,67745,UQ
(주)러셀,217500,2015/12,,,UQ
(주)러셀,217500,2016/12,,,UQ
(주)러셀,217500,2017/12,,,UQ
(주)러셀,217500,2018/12,10.13,1988,UQ
(주)러셀,217500,2019/12,85.97,-570,UQ
(주)러셀,217500,2020/12,629.56,4442,UQ
(주)러셀,217500,2021/12,11.82,12610,UQ
(주)러셀,217500,2022/12,4.47,-6483,UQ
(주)레고켐바이오사이언스,141080,2013/12,-119.36,-6100,UQ
(주)레고켐바이오사이언스,141080,2014/12,-40.52,-7882,UQ
(주)레고켐바이오사이언스,141080,2015/12,-9.17,-8780,UQ
(주)레고켐바이오사이언스,141080,2016/12,-10.31,-11422,UQ
(주)레고켐바이오사이언스,141080,2017/12,-6.16,-6801,UQ
(주)레고켐바이오사이언스,141080,2018/12,-130.87,-11170,UQ
(주)레고켐바이오사이언스,141080,2019/12,457.77,26698,UQ
(주)레고켐바이오사이언스,141080,2020/12,999999999,-14893,UQ
(주)레고켐바이오사이언스,141080,2021/12,-402.92,-42049,UQ
(주)레고켐바이오사이언스,141080,2022/12,-175.09,-6878,UQ
(주)레이,228670,2019/12,83.95,4107,UQ
(주)레이,228670,2020/12,16.11,1834,UQ
(주)레이,228670,2021/12,-1.26,10584,UQ
(주)레이,228670,2022/12,7.69,-7524,UQ
(주)레이크머티리얼즈,281740,2017/12,,,UQ
(주)레이크머티리얼즈,281740,2018/12,,,UQ
(주)레이크머티리얼즈,281740,2019/12,,,UQ
(주)레이크머티리얼즈,281740,2020/12,4.2,4608,UQ
(주)레이크머티리얼즈,281740,2021/12,17.87,19399,UQ
(주)레이크머티리얼즈,281740,2022/12,15.29,16134,UQ
(주)레인보우로보틱스,277810,2021/12,-4.55,-2557,UQ
(주)레인보우로보틱스,277810,2022/12,1,1179,UQ
(주)로보로보,215100,2015/12,,,UQ
(주)로보로보,215100,2016/12,,,UQ
(주)로보로보,215100,2017/12,171.01,-1071,UQ
(주)로보로보,215100,2018/12,69.57,2849,UQ
(주)로보로보,215100,2019/12,277.45,833,UQ
(주)로보로보,215100,2020/12,-767.96,-3294,UQ
(주)로보로보,215100,2021/12,-568.04,1857,UQ
(주)로보로보,215100,2022/12,42.96,1065,UQ
(주)로보티즈,108490,2018/12,42.55,673,UQ
(주)로보티즈,108490,2019/12,86.19,4308,UQ
(주)로보티즈,108490,2020/12,-87.16,-600,UQ
(주)로보티즈,108490,2021/12,-2.52,624,UQ
(주)로보티즈,108490,2022/12,-1.78,11906,UQ
(주)로지시스,067730,2015/12,999999999,3031,UQ
(주)로지시스,067730,2016/12,999999999,162,UQ
(주)로지시스,067730,2017/12,999999999,-629,UQ
(주)로지시스,067730,2018/12,999999999,4237,UQ
(주)로지시스,067730,2019/12,17.08,-2221,UQ
(주)로지시스,067730,2020/12,23.87,947,UQ
(주)로지시스,067730,2021/12,36.96,3390,UQ
(주)로지시스,067730,2022/12,2.75,-281,UQ
(주)루닛,328130,2022/12,-40.91,-51031,UQ
(주)룽투코리아,060240,2012/12,4.09,2168,UQ
(주)룽투코리아,060240,2013/12,-4.34,82,UQ
(주)룽투코리아,060240,2014/12,999999999,-733,UQ
(주)룽투코리아,060240,2015/12,-10,-2995,UQ
(주)룽투코리아,060240,2016/12,1.34,2325,UQ
(주)룽투코리아,060240,2017/12,0.16,-6370,UQ
(주)룽투코리아,060240,2018/12,11.57,1073,UQ
(주)룽투코리아,060240,2019/12,-4.04,-4787,UQ
(주)룽투코리아,060240,2020/12,178.66,-3850,UQ
(주)룽투코리아,060240,2021/12,-244.42,5365,UQ
(주)룽투코리아,060240,2022/12,-627.48,-20950,UQ
(주)리노스,039980,2012/12,999999999,12699,UQ
(주)리노스,039980,2013/12,47.49,-23892,UQ
(주)리노스,039980,2014/12,23.44,388,UQ
(주)리노스,039980,2015/12,42.51,2246,UQ
(주)리노스,039980,2016/12,18.4,744,UQ
(주)리노스,039980,2017/12,12.51,-6417,UQ
(주)리노스,039980,2018/12,9.47,1811,UQ
(주)리노스,039980,2019/12,0.2,11996,UQ
(주)리노스,039980,2020/12,-24.04,-17868,UQ
(주)리노스,039980,2021/12,8.93,5797,UQ
(주)리노스,039980,2022/12,-2.81,10640,UQ
(주)리더스코스메틱,016100,2012/12,1.12,2624,UQ
(주)리더스코스메틱,016100,2013/12,0.75,3579,UQ
(주)리더스코스메틱,016100,2014/12,42.49,23703,UQ
(주)리더스코스메틱,016100,2015/12,48.49,-9267,UQ
(주)리더스코스메틱,016100,2016/12,11.68,21861,UQ
(주)리더스코스메틱,016100,2017/12,1.2,10279,UQ
(주)리더스코스메틱,016100,2018/12,-2.76,-3742,UQ
(주)리더스코스메틱,016100,2019/12,-8.77,-20247,UQ
