,회사명,거래소코드,회계년도,부실판단
16254,(주)아베스포츠,43287,2022,0
16255,삼양철강(주),43290,2022,0
16256,(주)대통기획,43295,2022,0
16257,(주)마이크로샤인,43301,2014,0
16258,(주)엘티,43306,2015,0
16259,주식회사한송네오텍,43307,2017,0
16260,삼덕산업주식회사,43310,2022,0
16261,(주)지지인터내셔널,43314,2015,0
16262,(주)비티엑스코리아,43318,2022,0
16263,흥우건설(주),43327,2022,0
16264,주식회사슈퍼툴,43344,2022,0
16265,(주)청석물산,43345,2022,0
16266,(주)딜라이브경기동부케이블티브이,43347,2022,0
16267,(주)아름다은,43350,2022,0
16268,남경메디칼주식회사,43361,2022,0
16269,한불엠앤에스(주),43389,2022,0
16270,(주)대경에이에스,43395,2022,0
16271,영화식품주식회사,43400,2022,0
16272,주식회사세일엠텍,43409,2022,0
16273,(주)알엠씨,43414,2014,0
16274,코스모스벽지주식회사,43421,2022,0
16275,(주)삼일엘텍,43424,2022,0
16276,한일산업주식회사,43425,2022,0
16277,케이씨씨모터스(주),43429,2022,0
16278,주식회사메디필,43431,2019,0
16279,(주)킴스모인,43432,2022,0
16280,주식회사제일렌트카,43447,2022,0
16281,(주)이알지서비스,43451,2022,0
16282,(주)엘이티,43453,2019,0
16283,주식회사천금,43454,2022,0
16284,(주)프론텍,43457,2022,0
16285,(주)에이치시티,43465,2015,0
16286,에프씨산업(주),43466,2022,0
16287,(주)동성정밀엘엑스,43469,2020,0
16288,주식회사에이알,43470,2022,0
16289,주식회사성신이엔씨,43473,2019,0
16290,(주)칸타텀,43475,2022,0
16291,주식회사대경공영,43482,2017,0
16292,세진특수정밀(주),43493,2019,0
16293,한국아이엠에스헬스(주),43494,2022,0
16294,(주)대산약품,43496,2014,0
16295,바이네르주식회사,43497,2022,0
16296,화양산업(주),43506,2022,0
16297,(주)디엠,43507,2014,0
16298,주식회사새한공업,43508,2022,0
16299,(주)대솔오시스,43513,2022,0
16300,주식회사케이에이치아이엔디,43520,2014,0
16301,(주)이가에이씨엠건축사사무소,43526,2022,0
16302,(주)한조,43529,2022,0
16303,(주)코엔스,43536,2022,0
16304,(주)대명ENG,43541,2022,0
16305,애드스테인리스(주),43543,2022,0
16306,(주)코리아센터,43547,2018,0
16307,주식회사청영건설,43554,2014,0
16308,(주)유진종합,43555,2022,0
16309,(주)에스에스모터스,43558,2022,0
16310,우일씨앤텍(주),43572,2022,0
16311,(주)쓰리에스소프트,43573,2022,0
16312,하나산업(주),43589,2022,0
16313,(주)케이알,43594,2022,0
16314,(주)건일엔지니어링,43597,2022,0
16315,쉬핑뱅크주식회사,43603,2019,0
16316,(주)에이피컴퍼니,43604,2022,0
16317,자경케미칼(주),43606,2022,0
16318,임계무역주식회사,43609,2015,0
16319,주식회사협성기전,43612,2022,0
16320,로로피아나코리아(주),43616,2022,0
16321,(주)세인금속,43621,2022,0
16322,주식회사발렉스특수물류,43630,2022,0
16323,(주)베스텍,43642,2022,0
16324,(주)일양물류,43643,2019,0
16325,주)제4기한국,43645,2022,0
16326,주)부기산업,43646,2022,0
16327,화성엔지니어링(주),43647,2022,0
16328,동인하이텍주식회사,43648,2022,0
16329,코리아에어텍(주),43653,2022,0
16330,(주)영등포특수강,43658,2022,0
16331,동호레져(주),43660,2022,0
16332,(주)삼성미트통상,43675,2018,0
16333,에스디지주식회사,43702,2022,0
16334,한국베링거인겔하임동물약품(주),43706,2022,0
16335,(주)신스윈,43709,2022,0
16336,(주)서희이엔비,43714,2014,0
16337,(주)기탄교육,43717,2022,0
16338,(주)세아메카닉스,43718,2020,0
16339,주식회사에이피텍,43719,2022,0
16340,대성베르힐건설주식회사,43728,2022,0
16341,주식회사익성,43745,2022,0
16342,포레빌종합건설주식회사,43750,2022,0
16343,에스지건설(주),43751,2022,0
16344,(주)에스티,43756,2019,0
16345,주식회사슈가버블,43759,2022,0
16346,(주)한일코탑,43766,2022,0
16347,신한정공(주),43774,2022,0
16348,(주)세안산업개발,43776,2022,0
16349,산성개발(주),43777,2022,0
16350,농업회사법인동주물산주식회사,43781,2019,0
16351,주식회사거산,43784,2022,0
16352,(주)아이티에스,43790,2022,0
16353,주식회사유석철강,43792,2022,0
16354,주식회사신창메디칼,43793,2022,0
16355,구정마루주식회사,43795,2022,0
16356,(주)윕스,43798,2022,0
16357,코리안씨푸드주식회사,43801,2022,0
16358,대경종합건설(주),43803,2022,0
16359,(주)한국몰드,43812,2022,0
16360,(주)크레타하이테크,43821,2016,0
16361,주식회사클라비스,43824,2022,0
16362,대성통산주식회사,43839,2019,0
16363,엘브이엠에이치패션그룹트레이딩코리아(유),43843,2021,0
16364,넥스타테크놀로지(주),43845,2022,0
16365,주식회사범구,43849,2022,0
16366,우리텍(주),43861,2016,0
16367,아이랜드건설주식회사,43863,2014,0
16368,오성주식회사,43864,2022,0
16369,(주)뉴파워프라즈마,43867,2015,0
16370,주식회사제이피로지스틱스,43869,2022,0
16371,주-보우테이프,43870,2022,0
16372,지이오더불유에스코리아(주),43872,2022,0
16373,(주)대주,43876,2022,0
16374,중앙섬유주식회사,43885,2022,0
16375,(주)삼우케이제이에스텍,43889,2022,0
16376,태백건설산업주식회사,43902,2018,0
16377,(주)오픈인텔렉스,43904,2019,0
16378,동이공업(주),43920,2022,0
16379,주식회사몰텍스,43924,2022,0
16380,(주)로터스,43931,2022,0
16381,한두철강(주,43934,2022,0
16382,씨스포빌주식회사,43940,2022,0
16383,(주)삼화개발,43941,2022,0
16384,(주)메트로신문사,43942,2014,0
16385,주식회사중앙스포츠,43952,2019,0
16386,젯아이씨주식회사,43953,2022,0
16387,주식회사제우글로비스,43956,2018,0
16388,(주)신한스틸,43957,2018,0
16389,주식회사은파엘시디,43966,2022,0
16390,남영건설(주),43977,2015,0
16391,(주)씨엔씨프로젝트,43980,2019,0
16392,(주)케이알티씨,43986,2022,0
16393,은성전자주식회사,43989,2016,0
16394,주식회사대진,43992,2022,0
16395,우성스텐스틸(주),43993,2022,0
16396,화창상사,43999,2022,0
16397,(주)케이에스티,44006,2022,0
16398,(주)비앤비스틸,44012,2022,0
16399,주식회사지엠에스,44019,2022,0
16400,경방신약(주),44020,2022,0
16401,(주)새날테크텍스,44030,2022,0
16402,주식회사영진정공,44033,2022,0
16403,제스프로(주),44038,2022,0
16404,(주)대신종합상사,44042,2022,0
16405,주)에스엠케이인터내셔날,44046,2022,0
16406,(주)덕동산업,44066,2021,0
16407,주식회사인사사랑,44073,2017,0
16408,(주)네오정보시스템,44074,2022,0
16409,(주)화인써키트,44077,2021,0
16410,주식회사정신전자,44078,2022,0
16411,주식회사프로템,44088,2019,0
16412,(주)서동,44089,2016,0
16413,현해건설(주),44093,2022,0
16414,(주)평화원,44094,2020,0
16415,주식회사일신다이캐스팅,44096,2022,0
16416,두성산업(주),44099,2022,0
16417,지에스건설주식회사,44100,2016,0
16418,주식회사정우레미콘,44104,2022,0
16419,한국페링제약(주),44106,2022,0
16420,주식회사태림에프웰,44116,2022,0
16421,(주)희성앤에이치,44123,2022,0
16422,(주)금수원,44125,2022,0
16423,(주)동진,44136,2022,0
16424,(주)티에이케이,44141,2017,0
16425,주식회사현주건설,44143,2020,0
16426,삼목해운(주),44201,2022,0
16427,(주)오리엔트마린,44204,2014,0
16428,한국유니온제약주식회사,44215,2017,0
16429,(주)성진철강,44219,2022,0
16430,(주)뉴한양프라자,44220,2019,0
16431,(주)파워넷,44224,2017,0
16432,다모아자동차(주),44231,2022,0
16433,주식회사한림상사,44237,2022,0
16434,(주)현대기업,44243,2022,0
16435,(주)북이십일,44245,2022,0
16436,세종씨앤피주식회사,44249,2022,0
16437,(주)에이티씨,44251,2022,0
16438,주식회사백산산업,44264,2022,0
16439,(주)인성메디칼,44272,2022,0
16440,화성피앤지주식회사,44273,2022,0
16441,주식회사유텍미디어코리아,44280,2014,0
16442,(주)명전사,44284,2020,0
16443,주식회사용산밸리,44290,2018,0
16444,삼창기연주식회사,44291,2022,0
16445,(주)유니테크노,44297,2015,0
16446,보성금속공업(주),44300,2022,0
16447,진성기계주식회사,44303,2022,0
16448,성진섬유산업(주),44310,2022,0
16449,화인페이퍼(주),44323,2022,0
16450,엘앤제이건설주식회사,44325,2017,0
16451,(주)유진텍코퍼레이션,44331,2022,0
16452,주식회사미보,44347,2022,0
16453,유신메라민공업(주),44409,2022,0
16454,덕화유통(주),44415,2017,0
16455,(주)나라코퍼레이션,44431,2022,0
16456,부건종합건설(주),44433,2019,0
16457,중앙후렌지공업(주),44437,2022,0
16458,주식회사화인,44440,2022,0
16459,(주)대영엔지니어링,44443,2022,0
16460,(주)라인바이린,44448,2017,0
16461,(주)씨알이오,44456,2022,0
16462,(주)하스오토메이션코리아,44460,2022,0
16463,주식회사천황건설,44462,2015,0
16464,이준종합건설(주),44468,2021,0
16465,주식회사류진원개발,44474,2016,0
16466,상아제관주식회사,44477,2022,0
16467,(주)코리아에프앤에프,44497,2015,0
16468,(주)지맥스,44498,2022,0
16469,(주)쿨맥스,44506,2021,0
16470,효창산업주식회사,44507,2014,0
16471,(주)케어젠,44510,2014,0
16472,주식회사티에스피,44525,2022,0
16473,지피에스코리아주식회사,44528,2022,0
16474,(주)대화알미늄,44530,2019,0
16475,주식회사은일,44561,2022,0
16476,(주)대성후드텍,44568,2022,0
16477,(주)에이치엠티,44574,2022,0
16478,신스틸(주),44580,2022,0
16479,주식회사건세고압,44587,2022,0
16480,대영기계공업(주),44597,2022,0
16481,에이스메디칼(주),44602,2022,0
16482,(주)광일기공,44605,2022,0
16483,(주)코디엠,44606,2014,0
16484,주식회사레드페이스,44614,2022,0
16485,(주)에스씨엘,44622,2022,0
16486,(주)대마디앤에스,44626,2019,0
16487,선문그린사이언스주식회사,44628,2022,0
16488,주식회사삼보광업,44633,2022,0
16489,(주)미성엔아이티,44634,2022,0
16490,(주)관악도서유통,44642,2015,0
16491,(주)세진에스엠씨,44648,2022,
16492,주식회사천산이엔씨,44680,2019,0
16493,대신강업주식회사,44682,2022,0
16494,(주)태남건설,44692,2022,0
16495,주식회사일정,44696,2022,0
16496,(주)코르웰,44697,2022,0
16497,서양무역주식회사,44727,2022,0
16498,주식회사금성풍력산업,44733,2020,0
16499,(주)이엠티,44770,2022,0
16500,(주)덴티움,44781,2015,0
16501,(주)신시컴퍼니,44816,2022,0
16502,울브린코리아(주),44820,2022,0
16503,레오개발주식회사,44901,2022,0
16504,한국폼텍주식회사,44929,2022,0
16505,(주)케이종합서비스,44936,2020,0
16506,제일윈텍(주),44945,2022,0
16507,유유씨티개발(주),44955,2020,0
16508,삼표자원개발주식회사,44987,2022,0
16509,주식회사크레아안톨린,45004,2022,0
16510,(주)종합정밀,45017,2022,0
16511,동주개발주식회사,45027,2014,0
16512,하성스틸(주),45033,2014,0
16513,(주)동승레저,45050,2022,0
16514,(주)아이존,45055,2022,0
16515,진양물산(주),45058,2022,0
16516,진양폼테크(주),45059,2017,0
16517,(주)조원그린,45061,2019,0
16518,(주)케이엑스넥스지,45063,2022,0
16519,(주)코스모,45064,2022,0
16520,유호산업개발주식회사,45065,2022,0
16521,(주)유니테크,45074,2022,0
16522,(주)수원교차로,45076,2019,0
16523,대전열병합발전주식회사,45081,2022,0
16524,공주개발(주),45084,2022,0
16525,백상개발(주),45090,2018,0
16526,통인안전보관(주),45096,2019,0
16527,(주)태광개발,45098,2022,0
16528,용하산업(주),45108,2022,0
16529,에스씨주식회사,45109,2022,0
16530,(주)굿센,45114,2015,0
16531,(주)성실엔지니어링,45115,2022,0
16532,(주)가야,45119,2022,0
16533,주식회사트리스타,45124,2022,0
16534,대성환경에너지(주),45131,2019,0
16535,미성통상(주),45150,2022,0
16536,(주)화원약품,45152,2022,0
16537,혜성건설주식회사,45158,2016,0
16538,(주)한양세미텍,45160,2022,0
16539,(주)대동빌딩,45178,2014,0
16540,에너지넷,45184,2014,0
16541,유피시스템주식회사,45206,2019,0
16542,(주)에스앤디,45208,2015,0
16543,주식회사코모텍,45233,2022,0
16544,(주)다샤인,45234,2022,0
16545,주식회사제이케이인베스트먼트홀딩스,45235,2018,0
16546,제우산업(주),45238,2019,0
16547,대성하이피주식회사,45240,2022,0
16548,주식회사현대알비,45242,2022,0
16549,(주)더북컴퍼니,45245,2022,0
16550,주식회사한아아이앤티,45246,2022,0
16551,주식회사사보이피앤디,45247,2022,0
16552,(주)위비스,45250,2022,0
16553,(주)오이코스,45275,2018,0
16554,주식회사승보메카텍,45278,2015,0
16555,금성통상(주),45290,2022,0
16556,주식회사유진메트로컴,45296,2022,0
16557,(주)마이키,45301,2022,0
16558,디아이티(주),45303,2017,0
16559,(주)스마트에이스,45311,2014,0
16560,(주)정현프랜트,45319,2022,0
16561,컴앤텍(주),45325,2022,0
16562,주식회사현성테크노,45334,2022,0
16563,주식회사송정,45335,2022,0
16564,(주)인터랙티비,45340,2015,0
16565,(주)내쇼날플러스,45347,2022,
16566,주식회사대구정밀,45348,2022,0
16567,쏘나브이피씨코리아주식회사,45356,2022,0
16568,중앙특수제지(주),45360,2022,0
16569,주광정밀주식회사,45364,2022,0
16570,(주)엄마사랑,45365,2022,0
16571,모바일어플라이언스(주),45377,2015,0
16572,엠앤에스주식회사,45383,2022,0
16573,(주)선프라자,45388,2019,0
16574,주식회사경림,45403,2022,0
16575,원일전선주식회사,45411,2022,0
16576,자트코코리아엔지니어링(주),45422,2022,0
16577,주식회사아스플로,45430,2020,0
16578,금호정공(주),45436,2022,
16579,(주)중앙리빙샤시,45438,2016,0
16580,주식회사대광금속,45439,2016,0
16581,제이엠개발(주),45443,2015,0
16582,에너지엔(주),45445,2022,0
16583,주식회사김해복음,45448,2019,0
16584,주식회사광우메딕스,45449,2018,0
16585,세동포토(주),45454,2022,0
16586,(주)큐엠,45459,2022,0
16587,풍원자동차운전전문학원(주),45464,2022,0
16588,주식회사원풍산업,45465,2022,0
16589,단우개발주식회사,45466,2022,0
16590,주식회사우신냉장,45467,2014,0
16591,모던건업주식회사,45468,2014,0
16592,주식회사삼화에이스,45481,2022,0
16593,대경모방,45487,2018,0
16594,지테크산업(주),45492,2022,0
16595,(주)켐텍,45505,2014,0
16596,씨와이오토텍(주),45518,2022,0
16597,주식회사합동전자,45520,2022,0
16598,주식회사삼화에프앤에프,45523,2022,0
16599,한영과학(주),45528,2022,0
16600,평택워터(주),45537,2021,0
16601,(주)한국비철,45539,2022,0
16602,주식회사다림개발,45540,2022,0
16603,삼화건업주식회사,45541,2022,0
16604,남웅전자주식회사,45542,2015,
16605,(주)네오플라테크,45543,2022,
16606,(주)코리아스타텍,45545,2022,0
16607,(주)우신켐텍,45550,2022,0
16608,주식회사태진이엔지,45557,2022,0
16609,주식회사구즈,45576,2021,0
16610,(주)부뜰정보시스템,45580,2022,0
16611,주.파이프앤튜브,45585,2022,0
16612,이오에스주식회사,45586,2022,0
16613,일산관광(주),45589,2019,0
16614,(주)명진커넥터,45595,2022,0
16615,대도철강(주),45598,2022,0
16616,주식회사동양화공기계,45599,2022,0
16617,중앙산업(주),45600,2014,0
16618,(주)디케이에셋,45601,2014,0
16619,주식회사상지엔지니어링건축사사무소,45603,2022,0
16620,동화건설주식회사,45605,2014,0
16621,더코리아홀딩스주식회사,45606,2022,0
16622,(주)바이오로제트,45627,2022,0
16623,(주)오에스에너지,45632,2022,0
16624,(주)루트제이드,45635,2022,0
16625,삼양종합특수강주식회사,45649,2022,0
16626,에스투비네트워크(주),45680,2022,0
16627,세진여객(주),45684,2022,0
16628,(주)이든하우징,45688,2022,0
16629,주식회사영우,45691,2022,0
16630,파이낸셜뉴스신문(주),45697,2022,0
16631,(주)삼원테크,45701,2022,0
16632,우경건설주식회사,45702,2022,0
16633,거영해운(주),45703,2022,0
16634,(주)씨스테인웨그로지스틱스코리아,45714,2021,0
16635,주식회사원진,45722,2022,0
16636,주식회사에이치앤철강,45723,2022,0
16637,화성엠텍(주),45736,2022,0
16638,(주)알루이엔씨,45769,2022,0
16639,(주)금정,45772,2022,0
16640,(주)대홍에이스건업,45773,2022,0
16641,효림종합건설(주),45777,2022,0
16642,화성실업주식회사,45778,2016,0
16643,(주)수인교역,45785,2015,0
16644,원앤원(주),45786,2022,0
16645,(주)혜원까치종합건축사사무소,45791,2022,0
16646,지성알미늄(주),45792,2022,0
16647,주식회사디에스아이브이,45794,2017,0
16648,선진로지스틱스주식회사,45796,2022,0
16649,(주)아리지,45797,2022,0
16650,주식회사파츠몰,45801,2022,0
16651,Stavridge주식회사,45803,2022,0
16652,원형철강주식회사,45806,2022,0
16653,주식회사국제정공,45807,2019,0
16654,(주)신우콘크리트산업,45812,2014,0
16655,남양매직(주),45814,2022,
16656,(주)도원엔지니어링건축사사무소,45815,2022,0
16657,(주)미도종합건설,45820,2022,0
16658,주식회사옥광엔지니어링,45828,2022,0
16659,(주)태진스메트,45829,2019,0
16660,세명엔지니어링(주),45835,2022,0
16661,(주)동성테크,45836,2022,0
16662,(주)대금지오웰,45838,2022,0
16663,아성프라스틱공업(주),45840,2022,
16664,주식회사한일정밀,45843,2022,0
16665,동은정공(주),45846,2022,0
16666,주식회사태화이엔지,45848,2017,0
16667,델타캐스트(주),45850,2022,0
16668,(주)마스테코,45851,2022,0
16669,피앤피네트워크(주),45858,2019,0
16670,팔공산추모공원주식회사,45859,2019,0
16671,(주)보현메탈,45873,2022,0
16672,주식회사시스네트,45879,2018,0
16673,주식회사진영피앤티,45880,2022,0
16674,주식회사남선,45881,2022,0
16675,(주)오리엔트,45885,2022,0
16676,(주)예인미술,45897,2022,0
16677,페트로켐코리아(주),45898,2022,0
16678,백마씨앤엘(주),45902,2022,0
16679,(주)신성메이저글로브,45910,2022,0
16680,순홍상사(주),45911,2022,0
16681,인더스트리얼테크놀로지앤서비스코리아주식회사,45916,2022,0
16682,(주)근복공영,45918,2014,0
16683,주식회사안산판지,45926,2014,0
16684,백상정보통신주식회사,45928,2020,0
16685,유씨엘주식회사,45931,2022,0
16686,(주)유창,45941,2022,0
16687,(주)정공산업,45946,2022,0
16688,보그워너티티에스오창(주),45973,2018,0
16689,아벤종합건설(주),45979,2022,0
16690,(주)신우엘에스산업,45982,2018,0
16691,주식회사우창웰스,45988,2022,0
16692,예림금속주식회사,45990,2022,0
16693,주식회사솔텍,45991,2022,0
16694,동양다이캐스팅(주),46000,2022,0
16695,주식회사협성산업,46004,2022,0
16696,포러스무역주식회사,46007,2022,0
16697,(주)재현인텍스,46009,2022,0
16698,신명글로빅스(주),46011,2022,0
16699,태봉광업(주),46012,2022,0
16700,(주)유창종합건설,46015,2018,0
16701,주식회사알룩스,46016,2022,0
16702,제주산업주식회사,46018,2019,0
16703,주식회사영일피혁,46020,2022,0
16704,아이비케이신용정보(주),46024,2022,0
16705,주식회사신익디앤씨,46025,2015,0
16706,주식회사라코,46028,2016,0
16707,주식회사금성스틸,46029,2022,0
16708,일화스텐레스주식회사,46030,2022,0
16709,(주)모토닉스,46031,2022,0
16710,(주)지피엠,46032,2022,0
16711,우일산업(주),46034,2022,0
16712,(주)허브테크,46035,2014,0
16713,주식회사한두패키지,46037,2022,0
16714,주식회사중앙문화인쇄,46041,2014,0
16715,(주)우진이엔지,46048,2022,0
16716,주식회사극동통신,46049,2022,0
16717,서부청과주식회사,46056,2022,0
16718,(주)영광,46058,2022,0
16719,(주)꽃샘식품,46060,2022,0
16720,고광산업(주),46065,2022,0
16721,주식회사움트리,46076,2022,0
16722,주식회사비.제이.코리아,46079,2022,0
16723,주식회사엔에스오토텍,46080,2022,0
16724,조일공업주식회사,46086,2022,0
16725,주식회사아이에스오토,46087,2022,0
16726,아일수지공업(주),46088,2022,
16727,(주)티에스케이에스앤더블유,46089,2015,0
16728,대일흥산(주),46093,2019,0
16729,주식회사동양피엘티,46095,2022,0
16730,(주)한국소방기구제작소,46097,2022,0
16731,(주)금토일산업,46101,2022,0
16732,주식회사영흥산업환경,46106,2022,0
16733,유니푸로스해운(주),46107,2014,0
16734,(주)영일프레시젼,46111,2022,0
16735,(주)여의시스템,46116,2022,0
16736,주식회사옵티멈,46120,2022,0
16737,글로벌스탠다드주식회사,46122,2015,0
16738,(주)엠디에스코리아,46124,2022,0
16739,(주)동림수산,46127,2022,0
16740,(주)한설그린,46137,2022,0
16741,(주)현대티엠씨,46139,2022,0
16742,오일기업(주),46140,2014,0
16743,(주)언일전자,46143,2022,0
16744,(주)이도홀딩스,46150,2020,0
16745,일흥합성공업,46156,2018,0
16746,(주)남경,46158,2022,0
16747,(주)대한실업,46160,2022,0
16748,주식회사관웅,46164,2022,0
16749,주식회사에스더블유수원웨딩의전당,46165,2017,0
16750,주식회사아이트로닉스,46177,2022,0
16751,리텍(주),46178,2022,0
16752,상보건설주식회사,46179,2020,0
16753,(주)고명산업,46180,2019,0
16754,동덕산업가스(주),46182,2018,0
16755,(주)제일토건,46185,2015,0
16756,규델리니어텍(주),46197,2022,0
16757,(주)은진바이오,46201,2022,0
16758,새한철강(주),46210,2021,0
16759,유니브릭하우스(주),46212,2020,0
16760,티지에스파이프(주),46215,2022,0
16761,(주)태광테크노,46227,2013,
16762,상우무역주식회사,46236,2022,0
16763,(주)일신전기,46238,2022,0
16764,우진일렉트로나이트주식회사,46239,2022,0
16765,(주)힘스,46244,2016,0
16766,(주)유토피아스파,46250,2014,0
16767,(주)금강코엔,46251,2016,0
16768,주식회사에이훠스트,46254,2022,0
16769,(주)삼양금속,46255,2022,0
16770,백산건설주식회사,46256,2022,0
16771,유림물산주식회사,46258,2022,0
16772,(주)오.케이,46263,2022,0
16773,연산메탈(주),46269,2022,0
16774,주식회사팬직,46276,2022,0
16775,(주)한미양행,46280,2022,0
16776,(주)싸이몬,46284,2022,0
16777,정화제기주식회사,46285,2022,0
16778,(주)삼리,46286,2022,0
16779,(주)신라금속,46291,2022,0
16780,(주)태화인더스트리,46292,2022,0
16781,유진금속공업(주),46294,2022,0
16782,동화기업(주),46308,2022,0
16783,주식회사아우건이앤씨,46331,2022,0
16784,(주)선엔지니어링종합건축사사무소,46333,2022,0
16785,(주)모투스홀딩스,46350,2022,0
16786,(주)코리아하이테크,46352,2022,0
16787,동양팬주식회사,46353,2022,0
16788,(주)디알텍,46360,2015,0
16789,부경시멘트주식회사,46362,2014,0
16790,(주)동원특강,46373,2022,0
16791,(주)새론산업,46376,2016,0
16792,(주)대현상공,46378,2022,0
16793,(주)현대자원,46387,2022,0
16794,인포트러스트(주),46398,2022,0
16795,(주)에스에이치앤엠,46407,2022,0
16796,(주)호진플라텍,46408,2022,0
16797,세유특강주식회사,46410,2022,0
16798,(주)디에스이,46414,2022,0
16799,(주)엘에치이,46418,2022,0
16800,(주)에스이피,46420,2022,0
16801,(주)삼우엔지니어링,46421,2022,0
16802,제일케미텍(주),46422,2014,0
16803,(주)서안,46424,2020,0
16804,(주)우아미가구,46428,2020,0
16805,농업회사법인주식회사해드림,46429,2022,0
16806,평창철강(주),46433,2022,0
16807,(주)태수,46439,2014,0
16808,에프투텔레콤(주),46443,2022,0
16809,(주)우진이엔지,46449,2022,0
16810,(주)제이미크론,46451,2022,0
16811,부산교통주식회사,46457,2022,0
16812,(주)삼보,46460,2017,0
16813,경화건설(주),46463,2022,0
16814,경부자원주식회사,46464,2022,0
16815,(주)맥스피드,46468,2022,0
16816,세일단조(주),46469,2022,0
16817,주식회사승진기계,46477,2022,0
16818,주식회사한국마쓰이,46479,2022,0
16819,경진부로아(주),46480,2022,0
16820,(주)영지파트너스,46485,2022,0
16821,그린엔텍(주),46495,2015,0
16822,(주)이웨이,46496,2022,0
16823,주식회사제이피씨오토모티브,46502,2022,0
16824,주식회사홍익레저산업,46505,2022,0
16825,진석실업(주),46507,2019,0
16826,(주)원일종합환경,46509,2019,0
16827,신성씨아이피주식회사,46516,2017,0
16828,성진세미텍(주),46521,2022,0
16829,주식회사리더스컨트리클럽,46531,2022,0
16830,주식회사예문테크,46536,2022,0
16831,(주)엘도라도리조트,46539,2022,0
16832,(주)유니트라인터내쇼날,46561,2022,0
16833,주식회사서울프린스호텔,46562,2019,0
16834,에프디시스(주),46563,2022,0
16835,(주)밀리언골프클럽,46572,2019,0
16836,주식회사프뢰벨교육원,46573,2019,0
16837,(주)태웅메디칼,46585,2022,0
16838,주식회사조아,46617,2019,0
16839,(주)씨엠비홀딩스,46619,2017,0
16840,(주)시공사,46622,2022,0
16841,(주)홍은에이엠,46632,2020,0
16842,호텔필레모(주),46635,2014,0
16843,우성반도체(주),46636,2020,0
16844,주식회사서경,46638,2017,0
16845,하이닥코리아(주),46644,2022,0
16846,(주)에이스전자,46650,2014,0
16847,주식회사제이에스,46653,2015,0
16848,(주)킴스코퍼레이션,46655,2022,0
16849,대만종합건설(주),46656,2021,0
16850,(주)송산특수엘리베이터,46659,2022,0
16851,주식회사일석,46668,2022,0
16852,동화케이팀(주),46673,2022,0
16853,주식회사고우넷,46681,2022,0
16854,(주)동북쇼핑,46684,2022,0
16855,한국에스케이에프씰주식회사,46686,2022,0
16856,(주)져스텍,46698,2022,0
16857,성광금속(주),46703,2022,0
16858,한창여객주식회사,46707,2022,0
16859,(주)동영화성,46710,2019,0
16860,서진테크(주),46714,2022,0
16861,세일신용정보,46716,2016,0
16862,우일에너지주식회사,46725,2022,0
16863,(주)삼우네오텍,46737,2017,
16864,주식회사동양정공,46740,2022,0
16865,오원엠앤아이(주),46752,2021,0
16866,덕일산업(주),46755,2022,0
16867,블랙밸리컨트리클럽(주),46756,2022,0
16868,농업회사법인신영축산(주),46761,2018,0
16869,대성공업(주),46763,2022,0
16870,동방엔지니어링(주),46767,2014,0
16871,주식회사아일렉스아이앤디,46770,2022,0
16872,주식회사원미철강,46775,2022,0
16873,(주)신풍,46785,2014,0
16874,(주)제이디테크,46786,2022,0
16875,금성에이스산업(주),46789,2022,0
16876,디더블유개발주식회사,46799,2016,0
16877,위아코퍼레이션주식회사,46802,2022,0
16878,신우하이테크(주),46809,2022,0
16879,주안건설산업(주),46810,2016,0
16880,(주)아름다운화장품,46814,2022,0
16881,(주)공간종합건축사사무소,46819,2022,0
16882,(주)대현상공,46822,2022,0
16883,주식회사진우,46824,2017,0
16884,남명건설주식회사,46833,2022,0
16885,주식회사영진산업안전,46848,2022,0
16886,(주)현대기계,46861,2014,0
16887,(주)건우,46862,2022,0
16888,제일스텐철강주식회사,46865,2022,0
16889,일광잉크페인트(주),46868,2022,0
16890,주식회사성신알에스티,46872,2022,0
16891,(주)방림,46873,2014,0
16892,(주)경인특수금속,46880,2022,0
16893,(주)핫시스,46881,2022,0
16894,(주)신일기초,46887,2018,0
16895,화신특수섬유휠타(주),46902,2022,0
16896,(주)범한엔지니어링종합건축사사무소,46905,2022,0
16897,(주)금화전선,46906,2022,0
16898,(주)한미유압기계,46914,2022,0
16899,(주)디엔티,46935,2022,0
16900,지에이치에셋,46936,2022,0
16901,주식회사엔엑스피반도체,46937,2022,0
16902,대원씨아이주식회사,46939,2022,0
16903,주식회사꿈그린,46954,2021,0
16904,한신칼라스틸(주),46963,2022,0
16905,(주)동하정밀,46965,2022,0
16906,(주)애드테크,46966,2022,0
16907,주식회사퍼맥스,46976,2022,0
16908,가나안전자정밀(주),46980,2022,0
16909,(주)광산기공,46986,2022,0
16910,(주)신일프레임,47011,2022,0
16911,(주)대성엔지니어링,47014,2022,0
16912,(주)건우기업,47015,2022,0
16913,두송A&D주식회사,47021,2019,0
16914,주식회사우영메디칼,47022,2022,0
16915,신한금속(주),47033,2022,0
16916,(주)누가의료기,47048,2022,0
16917,모락스트레이딩(주),47050,2022,0
16918,(주)엔티에스,47061,2022,0
16919,현성상사주식회사,47068,2014,0
16920,(주)세종파마텍,47070,2022,0
16921,인텍전자(주),47072,2014,0
16922,(주)한경희생활과학,47078,2014,0
16923,나인사건설(주),47083,2021,0
16924,(주)성림티앤티,47092,2022,0
